MAR,SCHL,SEX,RAC1P,WKWN,WKHP,AGEP,WAGP
1,20,1,1,52,40,34,39000
1,19,2,1,52,30,35,14000
5,8,2,1,,,12,
5,6,1,1,,,10,
5,3,1,1,,,7,
5,1,1,1,,,5,
2,19,2,1,,,77,0
1,16,1,9,44,40,33,60000
1,19,2,9,52,40,23,10000
5,,1,9,,,1,
2,17,1,1,,,88,0
2,16,2,1,,,85,0
2,16,2,1,36,12,82,19900
3,19,2,1,,,80,0
3,15,1,9,,,63,0
1,18,1,1,52,7,65,8000
1,22,2,1,1,40,66,72000
5,20,1,1,52,40,64,93000
1,16,2,1,52,9,27,5800
1,16,1,1,52,40,28,30000
5,21,1,6,52,40,31,52000
5,19,2,1,52,40,28,30000
3,19,1,1,52,40,53,80000
5,21,1,1,52,40,24,60000
3,19,2,1,,,93,0
1,21,1,1,52,40,38,100000
1,18,2,6,52,30,41,35000
5,14,1,9,,,16,0
5,20,2,1,,,33,0
5,,2,1,,,1,
4,17,1,1,52,50,34,60000
1,21,1,6,52,40,39,135000
1,18,2,1,52,36,66,58000
1,18,1,1,52,65,57,78000
1,21,1,1,52,40,59,175000
1,24,2,1,52,40,53,115000
5,13,2,1,3,30,16,600
5,11,1,1,,,14,
1,20,2,1,46,29,62,22000
1,16,1,1,24,40,63,25000
2,19,2,1,,,89,0
4,19,2,1,52,55,62,76000
1,22,1,9,52,40,38,79000
1,21,2,9,52,40,38,53000
5,,2,9,,,2,
5,,2,9,,,0,
5,19,2,9,,,36,0
5,17,1,1,52,40,30,10500
5,21,1,9,52,40,32,65000
5,24,2,1,52,40,32,150000
1,19,1,1,40,20,22,14700
1,21,2,1,45,28,22,4200
3,23,2,6,,,71,0
5,23,2,6,52,40,36,80000
5,16,1,1,52,32,34,35200
1,22,2,1,48,25,57,0
1,22,1,1,52,50,62,293000
5,21,1,1,20,30,24,6000
5,19,1,1,12,30,21,1500
3,21,1,1,,,66,0
5,19,1,1,,,30,0
1,20,1,1,52,45,59,88000
1,16,2,1,,,57,0
1,19,1,9,52,45,46,50000
1,19,2,1,52,40,51,50000
1,1,1,8,52,40,51,58000
1,1,2,8,16,40,49,6700
5,13,2,8,,,15,0
1,17,1,1,,,78,0
1,16,2,6,52,16,73,11200
1,21,2,1,40,40,52,80000
1,20,1,1,52,40,50,200000
5,8,1,1,,,12,
5,6,1,1,,,10,
3,16,2,1,,,74,0
1,20,2,1,,,76,0
1,18,1,1,,,79,0
1,17,1,1,1,40,59,90000
1,16,2,1,,,72,0
1,22,1,6,52,40,43,200000
1,24,2,6,,,42,0
5,5,1,6,,,9,
1,18,1,1,52,45,37,38400
1,16,1,1,52,38,46,36000
5,16,2,1,1,25,18,2000
5,7,1,1,,,10,
3,22,2,1,,,93,0
1,21,1,1,52,60,49,626000
1,21,2,1,,,46,0
5,11,2,1,,,14,
1,9,2,9,,,55,0
1,9,1,9,44,40,57,28800
1,21,2,1,,,47,0
1,19,1,1,52,40,46,149000
5,18,2,1,52,10,19,3500
5,13,1,1,2,12,16,450
1,16,1,1,12,5,71,9000
1,18,2,1,,,72,0
5,24,2,1,37,20,69,37500
5,19,1,1,52,40,55,50000
5,24,1,1,40,40,34,67000
1,22,1,1,52,40,36,81000
1,20,2,1,42,20,34,14000
5,2,1,1,,,5,
5,1,1,1,,,3,
1,22,1,6,52,42,39,133000
1,21,2,6,44,25,42,12000
5,10,2,6,,,13,
5,9,1,6,,,12,
1,20,1,1,,,68,0
1,19,2,1,,,62,0
1,21,2,1,52,30,44,81000
1,20,1,1,52,40,51,37600
5,11,1,1,,,14,
5,9,2,1,,,12,
1,21,1,1,,,84,0
1,15,2,9,,,76,0
4,18,2,1,52,45,77,50000
5,16,2,1,44,45,44,38000
2,18,2,1,,,74,0
5,24,1,2,52,40,38,178000
1,22,1,1,,,67,0
1,22,2,1,52,60,62,102000
5,22,1,1,33,2,30,10000
3,19,2,1,,,66,0
5,24,1,1,52,30,30,70000
5,21,2,1,52,40,27,72000
5,21,2,9,12,20,22,0
5,21,1,1,8,40,22,72000
5,21,1,1,28,45,66,60000
1,21,2,1,,,28,0
1,19,1,1,52,40,28,24900
5,,2,1,,,1,
3,20,1,1,52,40,64,76000
3,21,2,1,52,40,56,76000
5,12,2,1,,,15,0
1,18,2,1,,,61,0
1,16,1,1,,,69,0
3,16,1,1,4,38,25,14000
5,16,2,9,,,33,0
5,19,1,9,52,30,43,28100
5,9,1,9,,,13,
5,5,2,9,,,9,
5,1,2,9,,,3,
5,21,1,1,52,42,74,76000
1,18,2,1,52,45,68,106000
3,24,1,1,,,73,0
1,21,2,1,52,40,40,150000
1,21,1,1,52,40,45,115000
5,8,2,1,,,10,
5,7,2,1,,,9,
1,20,1,1,52,40,56,56000
1,20,2,1,52,40,50,45000
1,21,1,1,52,40,37,68000
1,21,2,1,52,40,37,36000
5,4,2,1,,,7,
5,2,2,1,,,4,
5,,2,1,,,1,
1,21,2,1,,,43,0
1,21,1,1,52,60,45,210000
5,12,1,1,,,15,0
5,10,2,1,,,14,
5,7,1,1,,,10,
1,20,1,2,52,40,49,88000
2,19,2,2,,,73,0
1,20,2,1,52,20,24,2500
1,20,1,1,52,35,25,64000
5,,1,1,,,0,
1,16,2,1,,,75,0
1,16,1,1,,,77,0
1,21,1,6,52,40,53,626000
1,22,2,6,52,40,44,626000
5,11,2,6,,,15,0
5,9,1,6,,,13,
1,21,2,1,52,30,34,65000
1,19,1,1,52,36,35,85000
5,4,2,1,,,7,
3,19,2,1,52,40,71,59000
1,22,1,6,52,40,55,150000
1,21,2,6,52,28,46,25000
5,11,2,6,,,15,0
5,11,2,6,,,15,0
2,16,2,6,,,76,0
1,21,1,1,,,67,0
1,21,2,1,,,67,0
5,21,1,1,10,12,55,12000
5,21,2,6,52,50,47,150000
5,17,1,3,52,40,58,35000
3,20,1,3,52,40,66,41000
1,21,2,1,,,74,0
1,21,1,1,,,81,0
5,11,1,1,52,20,24,0
1,22,2,1,52,65,55,295000
1,21,1,1,52,40,59,35500
1,21,1,1,,,84,0
1,19,2,1,,,86,0
3,16,1,1,52,40,51,42000
3,14,2,1,52,12,52,30000
1,18,1,1,52,32,32,56000
1,18,2,1,52,4,35,17000
5,5,1,1,,,8,
5,4,2,1,,,6,
5,2,2,1,,,4,
5,1,2,1,,,3,
3,21,2,1,52,40,68,56000
2,22,1,1,,,73,0
1,16,1,1,,,67,0
1,16,2,1,,,69,0
1,23,1,1,,,72,0
1,22,2,1,,,73,0
2,9,2,3,,,65,0
5,12,1,3,,,38,0
5,20,1,3,13,30,32,0
3,21,1,1,45,30,67,50000
5,16,1,6,52,25,23,26700
1,21,1,9,52,47,62,215000
1,21,2,1,,,52,0
1,21,1,1,52,40,44,150000
1,24,2,6,52,30,52,60000
5,9,2,9,,,13,
5,9,2,9,,,11,
3,16,1,1,,,81,0
5,21,1,1,,,55,0
1,21,2,1,,,81,0
1,16,1,1,,,83,0
3,19,1,9,,,74,0
5,21,2,1,52,44,62,90000
5,17,2,1,30,40,33,15000
5,1,1,9,,,5,
5,1,1,9,,,4,
2,20,2,1,49,26,63,23800
1,24,1,1,,,73,0
1,24,2,1,3,12,74,15000
1,21,1,1,,,73,0
1,16,2,1,,,68,0
1,21,1,1,52,40,34,68000
1,20,2,1,52,40,37,37400
5,,2,1,,,1,
3,16,2,1,,,84,0
5,21,1,6,1,45,40,92000
1,21,2,8,,,56,0
1,21,1,8,52,50,59,120000
1,21,2,1,52,40,33,82000
1,21,1,1,10,20,35,5000
5,18,1,1,52,40,35,72000
1,21,1,1,,,81,0
1,16,2,1,,,79,0
5,16,2,1,52,40,64,45000
5,19,2,9,52,20,35,0
5,16,1,9,52,26,47,0
3,22,2,1,,,65,0
1,22,1,6,52,50,41,300000
1,22,2,6,,,38,0
5,,2,6,,,1,
1,21,1,6,,,73,0
1,21,2,6,,,72,0
1,19,1,1,,,80,0
1,18,2,1,,,71,0
1,20,1,1,,,73,0
1,17,2,1,,,70,0
1,24,1,1,52,60,62,92000
1,21,2,1,,,62,0
5,21,1,9,52,40,24,30000
1,21,2,8,52,20,58,30000
1,16,1,8,52,40,62,60000
3,18,2,1,,,72,0
3,19,2,1,52,40,28,47600
5,16,1,1,50,38,25,48800
1,19,2,1,,,78,0
1,21,1,1,,,84,0
2,16,1,1,,,78,0
2,16,2,1,,,58,0
1,22,2,1,,,65,0
1,24,1,1,,,64,0
1,16,1,1,52,52,21,70000
1,16,2,1,44,35,22,35000
3,21,2,1,52,50,55,80000
2,20,2,1,,,78,0
1,20,1,6,52,56,47,0
1,1,2,6,52,56,49,0
5,15,1,6,30,12,18,5500
5,14,2,6,,,16,0
1,19,2,1,52,40,61,38000
1,19,1,1,,,62,0
1,21,1,1,,,64,0
1,21,2,1,42,50,63,110000
1,16,1,1,36,30,42,35000
1,16,2,1,52,25,36,35000
5,10,1,1,,,14,
5,9,2,1,,,13,
1,20,1,9,,,89,0
1,19,2,1,,,84,0
1,19,1,1,37,40,61,46500
1,21,2,1,52,42,63,84000
1,17,2,1,12,40,66,12000
1,17,1,1,,,76,0
3,21,2,1,52,45,55,118000
5,8,1,1,,,11,
1,21,1,1,28,22,68,12800
1,20,2,1,25,15,68,3300
3,16,2,1,52,35,60,35000
5,17,1,1,,,34,0
1,20,2,1,52,57,45,90000
1,19,1,1,30,35,48,0
5,13,2,1,,,15,0
5,19,2,1,52,35,21,27000
5,19,2,1,52,35,22,27200
1,22,2,1,52,10,46,31600
1,21,1,1,52,50,65,216000
5,8,1,1,,,11,
5,8,1,1,,,11,
1,22,2,6,45,40,35,92000
1,24,1,6,52,40,36,230000
5,,1,6,,,0,
1,21,1,6,,,63,0
1,15,2,6,,,63,0
1,20,2,1,52,40,63,93000
1,20,1,1,,,72,0
5,19,2,1,,,29,0
2,16,1,6,,,80,0
1,21,1,1,,,77,0
1,17,2,1,,,75,0
1,18,1,9,52,40,33,33400
1,1,2,9,52,40,32,50000
5,4,2,9,,,6,
5,2,1,9,,,4,
1,18,1,1,52,45,35,30300
1,16,2,9,2,32,28,600
5,5,2,9,,,9,
5,,2,9,,,1,
2,18,1,9,21,40,51,19000
1,16,2,6,30,4,74,5500
3,24,1,6,,,74,0
3,22,2,6,,,72,0
1,17,1,1,52,38,57,59000
1,21,2,3,52,32,52,40000
2,21,2,1,,,74,0
3,21,1,1,,,74,0
3,19,1,1,,,69,0
2,19,1,1,,,61,0
1,21,1,9,52,50,32,70000
1,21,2,6,52,50,33,70000
5,16,1,1,,,22,0
2,21,2,9,,,78,0
2,16,2,1,,,64,0
5,16,1,1,40,40,59,229000
5,21,2,1,52,40,45,47000
2,21,2,1,,,75,0
5,21,1,1,,,46,0
1,19,1,1,52,40,55,198000
1,21,2,1,,,51,0
5,10,2,1,,,13,
1,17,2,1,26,7,44,7300
1,16,1,6,10,40,55,11700
5,19,1,9,22,11,18,3000
1,18,1,1,,,70,0
4,22,2,1,52,15,29,2100
5,2,2,1,,,5,
1,21,1,9,52,40,43,76000
1,21,2,1,,,41,0
1,18,2,1,,,67,0
1,16,1,1,,,73,0
2,23,2,8,,,72,0
3,17,2,8,,,70,0
5,21,1,8,52,50,58,0
5,16,1,8,52,24,25,28000
1,24,1,6,52,40,33,380000
1,22,2,6,52,40,33,175000
1,17,2,1,,,63,0
1,16,1,8,52,40,59,56000
3,16,2,1,,,40,0
5,13,1,1,,,15,0
5,9,1,9,,,11,
5,5,2,9,,,9,
1,20,1,1,52,45,51,75000
1,15,2,1,52,40,50,6000
5,21,1,1,3,35,33,30000
3,22,1,6,52,40,31,203000
1,15,1,6,,,62,0
1,20,2,6,26,32,62,30000
1,24,2,1,52,45,44,107000
1,21,1,1,52,48,49,102000
3,22,1,1,52,40,59,44000
2,21,2,1,,,70,0
1,20,1,1,,,64,0
1,16,2,1,52,32,60,52000
1,22,1,6,52,40,34,183000
1,17,2,6,52,21,31,0
5,1,1,6,,,3,
3,14,2,1,,,40,0
5,16,2,9,,,18,0
5,14,1,9,,,17,0
5,10,1,9,,,14,
5,8,2,9,,,11,
1,16,1,8,52,40,59,43000
1,16,2,1,,,59,0
1,22,2,1,40,50,45,108000
1,16,1,9,52,50,47,88000
5,13,2,1,,,16,0
5,9,2,1,,,12,
1,22,1,1,52,40,46,90000
1,22,2,1,52,40,40,90000
5,6,2,1,,,9,
5,2,2,1,,,5,
5,2,1,1,,,5,
1,19,1,1,52,40,46,125000
1,19,2,3,52,55,46,85000
5,11,1,3,,,14,
5,8,2,3,,,11,
1,22,2,1,,,74,0
1,21,1,1,,,79,0
1,16,1,9,52,20,58,100000
1,16,2,9,52,20,33,25000
5,16,1,9,,,23,0
5,3,2,9,,,6,
1,16,2,1,,,70,0
1,16,1,1,,,72,0
5,22,2,1,52,40,40,80000
5,7,2,1,,,10,
5,5,1,1,,,8,
2,16,2,1,,,93,0
5,19,2,1,52,40,50,35000
5,9,1,1,,,12,
1,22,1,9,,,69,0
1,21,2,6,36,40,65,69000
5,24,1,1,,,51,0
3,21,2,1,52,40,33,46300
5,19,1,1,32,40,41,75000
5,7,2,3,,,10,
5,16,1,1,38,26,38,14400
1,17,1,1,52,45,19,26000
1,16,2,9,44,26,19,12000
5,14,2,9,,,22,0
5,1,2,9,,,4,
5,1,1,9,,,3,
1,4,2,9,,,61,0
5,3,2,9,,,7,
5,,2,9,,,1,
1,21,1,1,,,65,0
1,21,2,1,,,65,0
5,20,1,1,52,40,59,50000
1,19,2,1,52,40,35,20000
1,21,1,1,52,40,35,60000
5,20,1,1,52,40,51,38400
5,21,2,1,,,51,0
3,18,1,9,,,64,0
3,18,1,1,52,40,43,27000
5,11,2,8,2,40,39,1400
5,14,1,8,,,17,0
5,7,2,8,,,10,
3,18,2,1,,,66,0
3,17,1,1,,,63,0
1,24,1,1,,,65,0
1,21,2,1,,,65,0
5,19,2,1,52,35,26,0
5,19,2,1,,,25,0
3,20,2,8,,,70,0
5,17,1,8,40,40,46,50000
5,15,1,9,5,15,17,8000
4,20,2,8,16,40,45,15000
5,21,1,9,,,60,0
2,20,2,1,,,64,0
1,21,1,2,52,45,47,60000
1,20,2,2,52,40,46,55000
5,11,1,2,,,15,0
5,9,2,2,,,12,
3,16,2,1,,,87,0
3,20,1,9,,,79,0
1,21,1,1,52,50,48,200000
1,16,2,1,,,48,0
5,19,1,1,52,40,20,35000
5,14,1,1,3,30,17,500
5,12,2,1,,,15,0
1,21,2,1,,,72,0
1,20,1,1,,,73,0
1,21,1,1,,,36,0
1,23,2,1,52,50,34,626000
5,3,1,1,,,6,
5,1,2,1,,,4,
5,,2,1,,,1,
1,20,2,1,,,66,0
1,19,1,1,,,68,0
5,22,1,1,36,35,50,60000
3,22,2,1,52,65,49,125000
5,8,1,1,,,11,
5,21,1,9,30,40,61,30000
5,16,2,2,,,24,0
5,17,2,5,52,40,29,88000
1,18,2,1,,,72,0
1,18,1,2,,,66,0
1,19,1,1,,,68,0
1,20,2,1,,,75,0
4,21,2,6,50,45,49,75000
5,14,1,6,1,25,18,190
1,20,2,1,2,35,35,1200
1,23,1,1,52,50,38,100000
5,4,1,1,,,7,
5,1,1,1,,,5,
5,1,2,1,,,3,
5,19,2,1,2,10,22,600
1,24,1,9,52,40,32,160000
1,20,1,1,52,40,40,107000
1,20,2,1,52,30,40,0
5,10,1,1,,,13,
5,7,2,1,,,10,
1,18,1,1,32,30,67,65000
3,20,1,1,,,63,0
1,22,2,1,,,67,0
1,19,1,1,,,67,0
1,22,1,1,52,5,57,0
1,24,2,1,52,40,59,0
5,20,1,1,52,9,26,7500
3,19,1,1,,,43,0
1,17,1,1,52,40,61,156000
1,16,2,1,,,60,0
2,21,1,1,,,73,0
1,21,1,6,52,40,34,90000
1,16,2,6,24,24,28,3200
5,,2,6,,,0,
5,22,1,6,52,40,31,45000
2,19,2,1,,,77,0
5,20,2,1,52,40,42,85000
3,19,2,1,52,40,63,48600
1,22,1,2,52,40,37,20000
1,22,2,1,52,40,37,107000
5,,2,8,,,2,
1,21,1,1,52,40,48,60000
1,19,2,1,,,44,0
5,11,1,1,,,14,
5,7,2,1,,,11,
1,21,1,1,52,40,34,270000
1,21,2,1,52,40,33,180000
5,,1,1,,,1,
5,20,1,9,6,25,21,3000
3,21,2,1,52,40,51,73000
5,12,2,1,,,16,0
1,18,2,1,33,24,64,4300
1,22,1,1,,,71,0
2,10,2,6,34,31,59,13700
5,21,1,6,42,40,28,90000
5,19,1,6,15,4,21,2000
1,21,1,1,52,40,50,144000
1,22,2,1,52,55,46,111000
5,16,1,1,15,20,18,6100
3,16,2,1,,,87,0
3,19,1,1,,,68,0
3,19,2,9,,,62,0
3,22,2,1,,,60,0
1,20,2,9,52,20,45,30000
1,21,1,1,52,40,46,65000
5,16,1,9,32,40,23,28000
3,21,2,9,12,40,58,3300
5,19,2,1,30,30,23,20000
3,16,2,1,52,40,72,19800
5,19,2,1,2,6,34,0
5,4,1,9,,,7,
1,20,2,1,,,84,0
1,19,1,1,,,84,0
1,22,1,1,35,15,70,15000
1,22,2,1,,,75,0
5,23,1,6,52,50,42,103000
1,16,1,3,52,40,64,42000
5,6,2,3,,,10,
1,14,2,5,,,59,0
5,16,1,3,52,40,35,0
5,22,2,2,,,69,0
5,20,2,1,45,25,21,34000
5,20,1,1,32,25,22,20000
5,19,1,9,52,70,35,30000
1,20,1,2,52,70,22,20000
5,21,1,1,52,40,34,100000
5,21,2,1,52,20,33,0
5,17,1,1,52,40,31,12000
1,23,1,1,52,40,43,289000
1,23,2,1,52,30,42,220000
5,7,2,1,,,10,
5,5,2,1,,,8,
5,1,1,1,,,4,
1,18,1,1,,,74,0
1,21,2,1,,,77,0
1,19,1,1,52,60,52,95000
1,18,2,9,52,60,57,55000
5,21,1,9,52,35,23,30000
2,15,2,9,,,82,0
1,20,1,1,52,40,52,60000
1,17,2,1,,,48,0
1,17,2,1,52,30,33,24000
1,19,1,1,52,45,40,54000
5,11,2,1,,,14,
5,7,1,1,,,10,
5,5,1,1,,,8,
1,21,2,1,,,63,0
1,22,1,1,52,50,65,150000
2,16,2,1,,,93,0
1,24,1,1,48,40,30,50000
1,16,2,1,,,30,0
5,1,2,1,,,3,
5,,1,1,,,1,
5,21,2,3,52,40,52,50000
3,16,1,3,52,40,52,50000
5,12,2,3,,,15,0
2,19,2,1,,,72,0
1,22,2,6,,,72,0
1,16,1,1,,,60,0
1,16,2,1,52,20,31,14000
1,18,1,1,52,35,31,39000
5,5,1,1,,,8,
5,,1,1,,,0,
2,22,2,1,,,93,0
5,16,1,9,,,65,0
2,20,2,1,,,68,0
3,18,2,1,40,32,42,28000
5,21,2,1,52,40,61,105000
3,22,2,9,52,40,48,95000
5,12,2,9,,,16,0
5,6,2,9,,,10,
5,2,2,9,,,6,
1,22,1,1,,,72,0
1,21,2,1,,,66,0
5,21,2,1,2,5,70,100
1,21,1,1,52,43,32,82000
1,19,2,1,,,36,0
5,1,1,1,,,4,
5,18,1,3,52,40,33,65000
5,20,2,1,,,32,0
5,,2,1,,,0,
1,22,2,1,52,40,43,500
1,22,1,1,52,45,43,189000
1,18,1,1,52,40,25,30000
1,21,2,3,52,25,23,10000
5,21,1,5,48,40,27,40000
5,21,1,1,52,45,26,80000
5,18,1,1,52,35,25,45000
1,6,2,1,,,24,0
1,19,1,1,52,50,28,50000
1,23,1,6,,,77,0
5,20,1,8,52,40,29,20000
1,20,1,8,52,36,29,23400
1,21,2,8,52,40,23,9100
4,16,1,8,52,40,33,44000
1,21,1,1,52,40,34,75000
1,24,2,6,52,40,33,112000
2,19,2,9,,,58,0
5,23,2,1,52,40,35,111000
3,23,2,1,,,70,0
4,21,2,1,,,42,0
5,16,1,1,52,40,26,53000
5,16,2,1,52,30,26,38000
1,21,2,1,52,40,53,130000
1,21,1,1,,,57,0
5,19,1,9,26,20,59,0
2,16,2,9,,,86,0
3,21,2,1,,,73,0
1,21,2,1,,,49,0
1,21,1,6,52,45,49,150000
5,5,2,9,,,8,
5,2,1,9,,,4,
1,14,1,1,,,80,0
1,15,2,6,15,13,64,4000
1,20,2,1,42,15,40,0
1,20,1,1,,,43,0
5,14,1,1,2,4,17,3100
5,9,1,1,,,13,
5,20,1,1,6,30,53,1200
1,21,1,1,,,52,0
1,21,2,9,,,48,0
5,2,1,1,,,5,
1,22,2,6,52,70,49,0
1,21,1,1,52,70,53,170000
5,7,1,6,,,10,
1,22,1,1,52,40,31,140000
1,21,2,9,52,40,31,115000
5,21,1,1,52,50,39,200000
5,22,2,9,,,61,0
1,21,1,1,52,40,60,150000
1,19,2,6,52,40,66,60000
1,18,2,1,52,30,64,25000
1,18,1,1,2,20,64,12000
5,24,2,1,52,40,30,626000
5,21,2,1,,,30,0
1,16,1,1,,,72,0
1,18,2,1,,,72,0
1,21,2,1,,,72,0
1,22,2,1,,,78,0
1,16,1,1,52,50,63,30000
1,16,2,1,52,40,62,30000
1,18,1,1,52,40,61,626000
1,22,2,1,35,6,61,0
5,19,1,1,52,12,21,4500
5,19,1,1,52,25,21,16000
5,21,2,1,52,38,21,30000
5,21,2,1,40,30,20,19000
3,17,2,9,52,75,49,98000
5,16,2,1,52,30,20,20000
5,14,2,1,,,17,0
5,13,1,1,,,16,0
1,21,1,1,52,40,62,0
1,21,2,1,52,40,56,50000
5,11,2,1,,,14,
5,16,1,1,4,12,57,300
1,14,1,3,52,40,26,34000
1,16,2,3,,,25,0
5,3,1,3,,,6,
5,2,1,3,,,5,
5,,2,3,,,2,
5,13,2,3,,,16,0
1,19,2,1,4,40,62,26400
1,19,1,1,52,45,62,66000
1,22,1,1,,,67,0
1,19,2,1,,,66,0
3,16,2,1,52,40,54,25000
3,17,1,1,52,40,59,25000
1,19,2,6,,,65,0
1,16,1,6,,,70,0
1,16,1,1,52,50,58,25200
1,19,2,1,52,45,47,24000
5,16,1,1,20,40,18,7000
5,9,1,1,,,12,
1,22,1,1,,,80,0
1,13,2,1,,,64,0
1,21,1,1,52,40,48,0
1,20,2,1,46,40,50,38000
5,13,1,1,6,30,16,4500
1,16,1,1,48,40,28,24000
5,,2,1,,,0,
1,19,2,1,2,16,28,2600
1,20,2,9,40,20,46,25000
1,15,1,1,,,47,0
5,8,1,9,,,11,
1,22,2,1,52,30,43,80000
1,20,2,1,52,40,36,45000
1,24,2,1,,,41,0
1,24,1,1,52,50,41,120000
5,7,1,1,,,10,
5,5,1,1,,,8,
3,21,1,1,,,71,0
3,23,1,1,,,72,0
5,21,1,1,52,50,35,21600
1,24,2,1,52,45,28,129000
1,21,1,1,52,40,28,120000
3,21,1,1,52,55,55,150000
5,19,1,1,,,18,0
5,16,2,1,,,18,0
2,21,1,6,52,12,71,6000
5,21,2,8,52,40,38,51000
1,20,1,8,52,60,44,85000
1,22,2,3,52,60,48,97000
1,21,1,6,52,24,67,36000
1,20,2,6,,,65,0
5,21,1,6,7,40,38,5600
2,19,2,1,,,83,0
3,18,2,1,52,40,54,35300
1,19,1,8,,,64,0
1,13,2,8,,,67,0
5,16,2,8,,,22,0
1,19,2,1,52,60,57,107000
1,16,1,1,52,40,59,75000
1,20,2,1,52,32,70,104000
1,21,1,1,20,40,68,30000
1,21,1,1,,,75,0
1,21,2,1,,,73,0
1,22,1,1,52,5,59,130000
1,19,2,1,,,63,0
1,23,1,1,,,86,0
1,18,2,1,,,74,0
1,21,2,1,,,81,0
1,21,1,9,,,82,0
2,21,2,1,,,68,0
5,18,1,1,,,68,0
2,16,2,1,,,76,0
5,21,1,1,52,40,30,89000
5,23,2,1,52,28,39,24500
1,19,1,1,52,45,40,160000
1,21,2,1,52,36,37,88000
1,18,2,1,,,67,0
1,22,1,1,,,64,0
3,17,1,1,2,48,39,20000
1,21,2,1,20,10,37,0
1,21,1,1,52,50,37,150000
5,5,1,1,,,8,
5,3,1,1,,,6,
1,21,1,1,,,80,0
1,21,2,1,,,80,0
1,11,2,1,,,82,0
1,16,1,1,,,85,0
3,22,2,6,52,60,31,38400
5,22,2,8,52,40,34,131000
5,20,1,1,52,40,60,34000
5,16,2,6,,,20,0
5,18,2,6,52,25,21,15000
5,19,2,1,,,20,0
5,16,2,9,4,20,19,12000
1,11,1,6,,,66,0
1,15,2,6,,,68,0
1,19,1,1,52,40,50,46000
1,18,2,1,,,51,0
5,15,1,1,,,17,0
3,19,2,1,51,35,33,34000
5,17,2,1,45,38,33,25000
1,16,1,1,52,45,48,128000
1,16,2,6,,,54,0
5,16,2,9,52,50,23,54000
2,20,2,1,,,83,0
3,21,1,1,6,20,57,2100
1,21,2,1,52,40,73,90000
1,17,1,1,,,75,0
5,17,2,1,52,40,43,30000
1,21,1,6,,,93,0
1,16,2,1,,,93,0
1,1,1,1,,,85,0
1,16,2,1,,,84,0
1,19,1,1,,,85,0
1,18,2,1,,,83,0
4,20,1,1,52,40,59,50000
5,19,1,1,52,40,30,350000
1,21,1,9,,,72,0
1,21,2,9,,,60,0
2,18,1,9,52,18,63,4500
1,19,1,6,52,48,49,50000
1,19,2,6,52,60,45,55000
5,19,1,6,48,40,21,25500
5,22,1,6,52,15,20,0
2,16,2,6,44,20,64,12000
1,23,2,6,52,40,52,40000
1,22,1,1,52,45,52,60000
5,13,2,9,8,20,16,3000
5,16,1,3,,,30,0
2,16,2,1,,,72,0
3,19,2,1,,,71,0
1,13,1,1,52,36,47,31000
1,15,2,1,,,45,0
5,19,1,1,2,36,26,15000
5,16,1,1,,,18,0
5,8,1,1,,,10,
5,8,1,1,,,8,
5,3,2,1,,,5,
5,1,1,1,,,4,
5,1,2,1,,,3,
5,4,2,1,,,6,
1,18,1,9,,,33,0
1,21,2,9,52,40,32,50000
5,10,2,9,,,13,
5,7,2,9,,,7,
1,21,1,1,,,80,0
1,19,2,1,20,10,80,80000
1,5,2,8,52,50,32,40000
1,5,1,8,,,33,0
1,21,1,1,52,50,41,60000
1,21,2,1,52,45,40,100000
5,5,1,1,,,8,
1,16,1,1,,,67,0
1,19,2,1,,,67,0
5,19,2,1,,,37,0
3,21,2,1,12,40,76,7200
5,16,1,1,52,50,26,45000
5,18,2,1,,,26,0
5,1,2,1,,,3,
5,,2,1,,,2,
5,,1,1,,,0,
5,16,2,1,35,40,25,20000
5,16,1,1,52,35,24,32000
1,22,2,1,30,20,71,24000
1,21,1,1,40,20,74,24000
1,20,1,1,,,72,0
1,18,2,1,,,64,0
1,22,2,1,52,20,45,17900
1,17,1,1,52,40,46,80000
5,19,1,1,,,19,0
3,21,1,1,52,50,51,120000
3,21,2,1,52,40,48,100000
5,12,1,1,,,21,0
5,16,1,1,3,30,19,300
5,13,2,1,,,16,0
5,21,2,1,52,40,26,64000
2,19,2,1,52,27,43,28100
5,16,1,1,2,5,18,500
5,12,2,1,,,15,0
1,20,2,1,4,34,58,20000
1,20,1,1,52,40,60,45000
5,13,1,1,,,16,0
1,20,2,1,30,45,34,20000
5,7,1,1,,,10,
5,2,1,1,,,3,
5,16,1,1,52,40,35,35400
4,16,1,1,,,63,0
3,17,2,1,,,60,0
3,14,1,1,52,32,66,47000
5,19,2,1,52,40,29,28000
5,,2,1,,,1,
3,18,1,1,52,40,40,20000
5,7,1,1,,,11,
5,19,2,8,40,20,25,11500
5,19,1,8,20,20,26,11600
2,19,2,1,,,53,0
5,21,2,1,,,61,0
3,19,1,1,16,24,69,6000
1,19,2,1,33,30,26,14400
1,19,1,1,30,40,26,55000
5,1,2,1,,,3,
1,21,2,1,52,40,65,118000
1,16,1,1,52,40,64,0
1,1,2,1,52,35,36,28000
1,18,1,1,52,70,40,0
5,4,1,1,,,8,
5,1,1,1,,,4,
1,22,1,1,,,75,0
1,21,2,1,,,71,0
5,21,2,1,52,45,28,40000
5,21,2,1,,,54,0
3,19,2,1,52,30,53,0
1,20,1,1,,,77,0
1,18,2,1,,,77,0
5,18,2,1,,,66,0
