MAR,SCHL,SEX,RAC1P,WKWN,WKHP,AGEP,WAGP
3,17,1,1,52,40,63,42000
1,20,2,1,52,20,37,14000
1,23,1,1,52,40,36,300000
5,10,1,1,,,12,
5,8,1,1,,,10,
2,16,2,1,,,84,0
1,21,2,1,50,25,50,115000
1,23,2,9,52,36,51,626000
1,18,1,1,,,83,0
1,19,2,1,,,73,0
2,22,2,1,,,78,0
1,21,1,1,52,45,41,140000
1,18,2,1,,,41,0
5,4,1,1,,,7,
1,21,2,1,52,40,55,100000
1,22,1,1,52,40,65,90000
1,21,2,1,52,40,59,205000
1,21,1,1,,,59,0
1,21,1,6,,,42,0
1,21,2,6,,,42,0
5,12,2,6,,,14,
5,6,2,6,,,9,
5,3,2,6,,,6,
5,19,2,1,52,38,52,0
5,21,2,1,52,44,40,68000
5,11,2,9,,,54,0
5,18,2,9,52,35,20,18000
1,23,1,6,52,40,66,0
1,21,2,1,52,40,60,88000
3,22,2,2,28,18,32,9000
5,22,2,2,52,40,30,40000
1,16,1,6,3,20,62,626000
1,19,2,6,,,61,0
2,19,2,1,,,70,0
1,22,2,1,52,40,39,45000
1,19,1,1,,,39,0
5,11,1,1,,,14,
5,7,1,1,,,11,
1,22,2,1,36,60,51,40000
1,19,1,1,,,54,0
5,19,1,1,6,10,21,1500
5,19,1,1,52,50,20,12000
1,20,1,1,52,45,58,51000
1,16,2,1,52,40,50,40000
5,19,1,1,52,40,30,26000
3,16,1,1,4,40,61,60000
2,14,2,1,,,80,0
3,23,2,1,48,40,47,15000
3,16,1,1,50,45,56,32000
1,19,2,9,52,35,38,15000
1,16,1,1,52,40,38,25000
5,11,2,9,,,14,
5,6,1,1,,,10,
1,21,2,6,52,40,63,100000
1,22,1,6,52,40,36,58000
1,11,1,1,,,74,0
1,13,2,1,,,74,0
1,19,1,1,22,50,54,80000
1,20,2,1,20,6,64,0
3,21,2,6,52,30,60,96000
1,24,1,6,,,65,0
1,22,2,1,,,61,0
5,21,1,9,,,28,0
5,22,1,9,52,40,25,133000
5,16,1,1,52,40,23,40000
5,18,2,1,,,23,0
5,,1,1,,,2,
5,,2,1,,,0,
5,21,1,9,44,40,27,48000
5,21,2,1,52,45,23,64000
1,15,1,1,20,20,37,80000
1,16,2,1,52,30,39,28800
5,19,1,1,,,17,0
5,11,1,1,,,14,
5,5,1,1,,,8,
5,20,1,1,,,67,0
1,16,2,7,2,30,22,3400
1,16,1,6,3,40,21,18100
1,21,1,1,52,50,55,173000
1,21,2,1,,,54,0
5,19,1,1,,,21,0
5,16,1,1,15,20,18,6000
5,14,2,1,,,17,0
3,21,1,1,52,40,64,115000
5,21,2,3,52,40,56,80000
5,19,2,3,52,40,60,78000
3,20,2,1,,,66,0
1,21,1,1,52,50,36,5000
3,21,1,1,52,5,74,45000
1,22,2,1,52,8,52,75000
1,21,1,1,52,8,55,250000
5,14,2,1,,,17,0
5,12,1,1,,,15,0
1,22,2,1,52,55,37,4500
1,22,1,1,52,45,36,130000
4,22,1,1,52,35,62,12000
5,16,1,1,52,40,29,69000
5,19,2,1,52,20,27,30000
1,19,1,1,52,60,59,62000
1,16,2,1,52,60,61,32000
5,16,1,1,,,70,0
2,16,2,1,,,71,0
1,17,1,8,52,40,40,45100
1,9,2,8,,,44,0
5,10,1,8,,,13,
5,8,1,8,,,11,
5,,1,8,,,2,
2,16,2,1,,,78,0
1,19,1,1,52,35,57,144000
1,16,2,1,52,40,64,90000
5,21,2,1,52,40,28,12000
1,22,2,1,,,70,0
1,22,1,1,,,71,0
1,22,2,1,52,40,45,25000
1,22,1,1,52,60,43,150000
2,19,2,6,52,40,45,110000
2,19,1,1,40,40,63,0
3,20,2,1,,,62,0
5,16,2,9,52,30,27,24400
3,16,2,1,,,63,0
3,19,1,1,,,58,0
1,19,1,1,,,73,0
1,22,2,1,52,40,72,10000
1,21,2,1,52,40,56,150000
1,18,1,6,52,30,59,100000
2,22,2,1,,,68,0
3,24,2,1,,,82,0
1,16,1,1,,,93,0
1,16,2,1,,,89,0
5,22,1,6,52,40,28,220000
5,22,2,6,52,40,29,160000
3,16,1,9,52,40,55,120000
5,21,2,9,52,40,27,60000
5,2,1,9,,,4,
5,2,1,9,,,3,
5,21,2,1,4,40,30,6400
1,20,1,9,52,40,38,66000
1,22,2,1,52,45,33,7000
1,23,2,6,52,55,51,153000
1,23,1,1,52,55,58,150000
5,13,1,9,8,5,17,600
1,18,1,1,52,41,64,96000
1,19,2,1,49,40,56,39000
1,23,2,1,,,63,0
1,23,1,2,,,65,0
1,22,2,1,52,40,39,100000
1,23,2,1,52,40,37,200000
5,,1,1,,,1,
5,22,1,1,52,40,27,55000
1,21,1,1,,,93,0
1,21,2,1,,,93,0
3,16,2,1,,,66,0
2,16,1,1,,,64,0
1,20,1,1,52,40,58,76000
1,20,2,1,52,40,56,98000
1,22,1,1,52,40,44,626000
1,22,2,1,52,40,37,280000
5,3,1,1,,,3,
3,19,2,1,,,64,0
3,18,1,1,,,36,0
3,19,1,1,,,73,0
5,17,1,1,40,28,24,0
5,19,2,1,52,40,22,25000
5,20,2,1,12,80,42,17000
1,21,1,1,,,66,0
1,22,2,1,,,64,0
1,16,2,1,28,35,31,12000
1,16,1,1,10,30,35,3000
5,,1,1,,,1,
1,21,1,1,52,50,33,140000
1,21,2,1,52,40,29,200000
1,21,1,1,20,36,27,20000
1,21,2,1,52,36,28,70000
1,21,1,1,52,5,59,58000
1,18,2,1,52,40,55,61000
5,9,2,1,,,14,
5,17,2,1,,,79,0
1,18,2,1,,,67,0
1,16,1,1,44,40,64,70000
1,21,1,9,1,40,64,52000
1,23,2,9,1,7,67,720
5,20,1,9,3,80,22,50000
5,16,2,1,40,40,28,40000
5,18,1,9,52,40,31,20000
5,1,1,9,,,4,
5,1,1,9,,,4,
5,,2,9,,,0,
5,16,2,1,40,34,21,19300
5,16,1,1,50,39,20,22000
5,16,1,1,50,70,24,25000
1,16,2,1,35,35,63,18000
1,16,1,1,,,66,0
5,19,1,9,9,12,32,2200
5,6,2,9,,,10,
5,4,2,9,,,8,
5,1,2,9,,,3,
2,21,2,1,,,80,0
1,16,1,9,,,62,0
1,21,1,1,,,77,0
1,19,2,1,,,76,0
1,22,2,1,40,35,29,31000
1,20,1,1,52,45,29,85000
5,1,2,1,,,3,
1,16,2,1,52,40,31,40000
1,20,1,1,52,40,33,80000
5,2,2,1,,,4,
5,2,1,1,,,3,
1,19,1,1,,,70,0
1,21,2,1,,,72,0
2,16,1,1,,,71,0
3,21,1,1,52,40,46,110000
5,21,1,1,52,40,30,75000
5,22,2,1,52,40,32,140000
1,19,2,1,,,62,0
1,21,1,9,,,62,0
1,20,1,1,,,66,0
1,20,2,1,,,54,0
5,19,1,1,52,40,27,27000
5,14,2,1,,,18,0
2,19,2,1,,,86,0
1,21,1,1,52,40,41,200000
1,21,2,1,52,60,39,200000
5,2,1,1,,,5,
5,1,2,1,,,3,
5,19,2,1,52,23,19,19500
1,16,1,1,,,88,0
1,16,2,1,,,84,0
4,21,1,1,52,40,27,67000
1,16,1,1,52,40,43,80000
1,16,2,1,52,40,41,52000
1,21,1,8,52,45,41,250000
1,18,2,8,,,39,0
5,11,2,8,,,15,0
5,8,2,8,,,11,
5,1,2,8,,,4,
2,13,2,1,,,52,0
4,18,2,9,52,60,54,0
3,21,2,1,,,73,0
3,21,1,1,52,50,64,74000
5,17,2,9,52,32,27,35000
1,22,1,1,,,65,0
1,19,2,1,,,64,0
3,20,1,1,52,40,46,160000
3,16,1,1,50,32,45,30000
1,21,2,9,52,35,40,80000
1,21,1,9,50,20,48,50000
5,5,2,9,,,9,
1,18,1,1,,,38,0
1,18,2,1,52,40,36,68000
5,12,2,1,,,15,0
1,23,1,1,16,10,77,25000
1,19,2,1,,,71,0
1,21,1,6,4,40,37,80000
1,24,2,6,52,33,32,110000
1,22,1,1,52,45,46,95000
1,21,2,1,,,41,0
5,9,2,1,,,12,
5,6,2,1,,,9,
5,3,1,1,,,6,
3,19,1,1,,,75,0
5,19,1,1,50,40,49,0
5,13,2,1,,,15,0
5,11,1,1,,,14,
1,22,2,6,3,40,62,90000
1,22,1,6,52,40,68,140000
5,22,2,6,52,45,31,100000
1,21,2,1,52,35,36,75000
1,19,1,1,48,40,39,70000
5,5,2,1,,,8,
5,1,2,1,,,3,
1,19,1,1,6,40,67,175000
1,22,2,1,,,72,0
2,16,2,1,52,40,62,35000
3,19,1,1,,,72,0
5,18,2,1,52,40,37,45000
5,16,1,1,52,40,37,38000
5,9,1,1,,,12,
3,19,2,1,,,76,0
1,24,1,1,52,40,36,290000
1,24,2,1,52,40,33,280000
1,21,2,1,52,48,62,126000
1,19,1,1,,,67,0
5,20,1,1,52,32,31,35000
1,20,1,1,,,75,0
1,19,2,6,3,15,74,15700
1,22,2,1,52,35,35,626000
1,21,1,8,52,40,35,150000
5,,2,9,,,1,
5,16,2,8,40,40,27,40000
5,7,1,8,,,10,
5,17,2,8,52,45,22,50000
5,16,1,8,,,59,0
1,18,2,9,,,26,0
1,20,1,1,24,40,27,21400
5,20,1,1,52,40,23,23300
5,20,1,6,52,35,53,70000
3,18,2,1,,,62,0
5,19,2,1,20,8,22,3000
5,19,2,9,20,5,21,2000
5,12,1,1,52,40,61,40000
3,21,2,9,,,89,0
1,21,1,9,52,40,41,220000
1,19,2,9,52,15,49,15000
5,6,1,9,,,10,
3,20,2,1,52,30,40,17600
1,21,1,1,52,40,45,52000
1,23,2,1,,,45,0
5,,1,1,,,2,
2,18,2,1,,,93,0
3,14,1,1,,,56,0
4,12,2,1,,,51,0
1,21,1,6,52,40,54,35000
1,19,2,6,52,40,52,25000
5,16,1,6,12,55,26,6000
5,22,2,1,52,45,28,76000
5,24,1,1,52,40,27,42000
1,21,1,1,52,50,51,84000
5,9,2,1,,,13,
5,4,2,1,,,7,
5,17,2,1,44,35,32,28200
5,17,1,1,26,25,34,16300
5,,2,1,,,0,
1,21,2,9,52,45,60,250000
1,19,1,1,52,40,60,65000
1,21,1,1,,,69,0
1,21,2,1,,,67,0
5,20,2,6,,,24,0
5,21,1,1,20,25,25,8000
5,20,1,1,52,40,23,40000
1,15,1,6,52,40,59,65000
1,15,2,6,,,48,0
5,1,2,6,,,4,
3,21,1,2,52,40,48,100000
5,19,1,1,,,56,0
1,16,2,1,52,40,55,46900
1,19,1,1,,,62,0
3,17,2,3,,,50,0
1,14,1,3,,,26,0
1,14,2,3,,,27,0
5,17,2,3,,,18,0
5,1,1,3,,,5,
5,1,2,3,,,4,
3,19,2,3,,,66,0
5,16,1,3,52,40,53,53000
5,7,1,3,,,11,
5,7,1,3,,,11,
5,3,2,3,,,8,
5,14,1,3,52,40,30,31200
1,21,1,6,,,66,0
1,16,2,6,,,63,0
1,21,2,1,52,40,42,45000
1,21,1,1,52,55,44,95000
1,19,1,1,52,50,53,150000
1,19,2,1,52,50,54,150000
1,21,2,8,52,40,56,36000
1,21,1,8,52,40,56,281000
1,21,2,1,,,69,0
1,20,1,1,,,68,0
1,21,1,1,35,12,80,1500
1,19,2,1,,,81,0
5,15,1,8,44,35,35,20000
5,16,2,8,,,35,0
5,3,2,8,,,6,
5,1,1,8,,,3,
1,21,1,1,52,40,43,50000
1,21,2,1,52,40,48,135000
5,13,2,1,25,15,17,3000
5,12,2,1,,,15,0
1,16,2,1,52,40,51,100000
1,16,1,1,,,52,0
5,13,2,1,,,18,0
5,12,1,1,,,15,0
1,22,1,1,,,72,0
1,21,2,2,,,73,0
5,18,2,6,50,40,34,32900
1,20,2,1,4,22,45,17700
1,21,1,1,52,40,49,230000
5,16,1,1,1,4,18,3000
5,11,2,1,,,15,0
5,18,1,1,52,40,44,40000
1,16,2,1,,,52,0
1,16,1,1,52,40,50,50000
2,21,2,1,3,25,73,626000
4,21,2,6,,,62,0
5,22,1,1,52,45,24,67000
5,21,2,1,2,40,25,1000
3,21,2,1,52,36,34,13000
1,13,1,1,20,84,66,35000
1,16,2,1,52,40,52,33000
2,21,2,1,,,71,0
1,17,2,1,52,40,64,13600
1,21,1,1,,,70,0
1,16,1,1,52,40,23,25000
1,17,2,1,52,20,21,15600
5,,1,1,,,0,
1,12,1,1,,,83,0
1,24,2,1,,,64,0
1,24,1,1,32,40,64,54000
1,21,2,9,,,40,0
1,21,1,9,52,50,39,0
5,11,1,9,,,14,
5,9,1,9,,,12,
5,7,2,9,,,10,
5,5,1,9,,,8,
5,3,1,9,,,6,
1,14,2,2,5,35,26,43200
1,16,1,1,,,28,0
3,18,1,1,,,70,0
1,20,1,9,52,50,55,70000
1,21,2,6,52,40,48,36000
3,22,2,1,48,40,63,136000
3,21,1,2,,,78,0
3,20,1,1,52,45,57,37800
3,19,2,6,52,70,32,40000
5,19,1,1,52,35,26,20000
3,16,2,1,20,80,59,0
1,16,2,1,,,68,0
1,21,1,1,,,59,0
3,18,2,1,52,50,62,108000
3,16,1,1,52,37,54,20000
5,19,1,6,38,36,24,35000
5,19,1,6,31,35,24,20000
5,18,1,2,45,60,24,30000
5,22,1,6,48,65,42,626000
1,22,2,9,,,73,0
1,22,1,9,,,75,0
5,17,1,9,14,12,36,170
1,21,2,1,52,40,39,97000
1,19,1,1,52,20,39,49000
5,5,2,1,,,8,
5,2,1,1,,,5,
1,21,1,1,52,60,61,104000
1,17,2,8,,,60,0
1,22,1,9,52,30,45,0
1,22,2,9,52,45,38,175000
5,1,1,9,,,4,
5,,1,9,,,1,
1,16,1,1,49,60,48,140000
1,20,2,1,,,47,0
5,16,1,1,,,20,0
5,14,2,1,,,17,0
5,11,1,1,,,14,
3,17,2,1,40,40,61,40000
1,22,2,1,52,40,32,65000
1,21,1,1,52,50,32,90000
5,,2,1,,,0,
3,17,2,9,,,59,0
3,1,2,1,52,40,62,65000
1,19,2,1,,,70,0
1,19,1,1,,,65,0
5,21,1,1,52,40,50,65000
1,21,2,1,52,40,62,159000
1,21,1,1,,,62,0
5,19,1,1,,,27,0
1,21,2,1,43,40,38,84000
1,16,1,1,52,40,40,210000
5,4,2,1,,,8,
5,2,1,1,,,5,
3,18,2,1,,,58,0
1,16,1,1,52,40,35,38000
1,16,2,1,52,40,31,49000
3,21,2,3,52,40,45,108000
5,18,2,3,42,40,21,26000
5,16,1,3,20,32,19,4500
5,14,2,3,12,8,18,2500
5,12,1,3,4,30,16,2000
1,21,1,6,52,40,35,100000
1,22,2,6,52,40,34,626000
5,,1,6,,,0,
5,22,1,6,,,65,0
2,21,2,6,,,65,0
1,20,2,1,48,32,27,196000
1,10,1,8,52,45,26,32000
5,,2,9,,,0,
5,16,1,3,,,60,0
3,16,2,3,,,58,0
5,16,2,3,,,32,0
5,21,1,1,52,30,54,16000
1,21,1,1,52,50,36,150000
1,20,2,1,52,44,34,51000
2,18,1,3,,,77,0
3,1,2,1,52,40,69,21000
1,21,2,1,,,41,0
1,22,1,9,52,40,47,190000
5,2,1,9,,,3,
3,24,2,9,52,55,52,175000
2,19,2,1,,,72,0
5,14,1,1,25,40,33,7000
1,21,2,6,52,40,39,67000
1,20,1,6,52,40,37,64000
5,6,1,6,,,10,
5,3,2,6,,,7,
5,1,1,6,,,3,
3,21,2,1,23,15,41,4500
5,9,1,1,,,13,
5,7,1,1,,,11,
5,5,1,1,,,9,
5,3,2,1,,,7,
5,16,2,9,,,29,0
5,1,1,1,,,5,
5,,1,9,,,2,
5,21,2,2,52,40,30,58000
5,21,1,2,52,50,30,60000
1,16,1,6,52,65,50,48000
1,19,2,6,52,40,54,20000
2,22,2,9,,,65,0
1,19,1,1,52,45,54,80000
1,14,2,1,,,56,0
1,20,1,9,52,8,66,7700
1,17,2,1,,,78,0
1,18,2,1,,,66,0
1,21,1,1,52,40,67,98000
3,16,1,9,28,60,56,57000
5,16,1,9,32,40,22,6100
3,19,2,1,,,66,0
3,12,1,3,,,64,0
5,21,1,1,52,40,27,55000
2,16,2,3,,,67,0
1,19,1,1,20,40,71,34300
1,19,2,1,,,69,0
1,21,1,1,52,50,48,220000
1,21,2,1,52,50,42,200000
1,16,2,1,,,83,0
1,21,1,1,,,83,0
2,18,2,1,,,62,0
3,16,2,1,,,72,0
3,21,1,1,,,68,0
3,23,2,1,52,35,61,36000
1,21,2,1,,,80,0
1,21,1,1,,,81,0
2,22,2,1,,,78,0
5,17,1,1,45,40,59,59000
4,18,2,1,52,30,52,25000
3,18,1,1,12,30,66,0
5,19,1,1,,,35,0
1,23,1,6,52,40,58,0
1,18,2,1,,,61,0
3,17,2,9,,,64,0
5,21,2,1,52,48,43,105000
1,19,2,1,22,30,42,13000
1,19,1,1,52,40,46,29000
1,16,1,1,49,40,50,64000
1,19,2,1,52,25,51,32000
3,18,2,9,,,62,0
5,22,1,1,42,40,48,40000
1,22,1,6,52,50,48,626000
1,22,2,6,,,45,0
1,19,2,1,,,70,0
1,18,1,1,,,70,0
3,24,2,1,52,50,55,125000
3,18,2,1,,,71,0
1,21,1,6,52,45,25,115000
1,21,2,6,52,40,25,100000
1,20,2,1,52,36,71,11500
1,16,1,1,4,30,68,4500
1,19,2,1,,,67,0
5,19,1,1,8,40,20,4000
5,21,2,1,,,65,0
1,21,1,1,1,8,66,1500
1,22,2,1,52,50,65,72000
1,19,1,1,52,45,50,25000
1,20,2,1,20,12,31,2200
3,1,2,8,,,49,0
3,17,1,8,52,40,41,25000
5,16,1,1,52,40,47,78000
3,19,2,1,,,40,0
5,14,1,1,40,6,17,5100
5,10,1,1,,,14,
5,8,2,1,,,11,
5,16,1,1,2,4,39,100
5,19,1,1,52,40,51,90000
4,20,2,1,52,40,62,42000
3,18,1,9,,,69,0
5,19,1,9,52,40,46,33000
5,20,1,1,52,40,59,47000
1,20,1,6,52,32,53,40000
1,20,2,6,52,40,52,45000
5,21,2,6,,,24,0
5,19,1,6,,,20,0
1,16,1,6,,,80,0
1,16,2,6,,,75,0
5,1,2,6,,,76,0
1,19,1,1,48,40,67,0
2,18,2,1,,,79,0
5,19,1,1,52,70,57,49700
1,16,1,1,52,40,48,60000
1,16,2,1,52,35,45,60000
5,12,2,1,,,16,0
5,11,1,1,,,13,
1,15,1,9,,,63,0
1,1,2,9,,,66,0
5,15,2,9,32,40,23,23300
5,15,2,9,52,40,19,29200
3,22,2,1,,,72,0
5,17,1,1,,,56,0
5,16,2,3,52,40,42,29100
2,21,1,1,,,84,0
1,19,1,1,,,87,0
1,19,2,1,,,86,0
5,16,1,1,,,58,0
2,21,2,1,52,40,82,152000
1,22,1,1,52,50,49,145000
1,22,2,1,52,35,52,53000
5,16,2,1,6,12,19,650
5,18,1,8,52,75,55,40000
3,16,2,1,5,80,45,4000
5,16,1,1,,,19,0
1,16,1,6,,,54,0
5,16,1,8,30,60,34,31800
5,,2,1,,,0,
3,22,1,1,52,45,67,113000
3,19,1,1,52,40,52,80000
5,12,1,1,,,16,0
5,17,2,3,52,40,33,38000
5,11,1,3,,,14,
1,21,2,6,4,40,29,2000
1,22,1,6,52,40,33,200000
1,23,1,1,,,77,0
1,21,2,1,,,74,0
1,21,1,1,,,59,0
1,21,2,1,10,10,59,18800
5,21,2,1,52,50,27,30000
1,22,2,1,52,45,30,92000
1,21,1,1,52,60,30,155000
5,21,2,1,52,40,24,38000
5,21,1,1,52,45,29,107000
3,19,2,1,,,70,0
5,21,2,8,52,40,57,33300
1,21,1,1,4,4,70,0
1,20,1,1,49,40,33,40000
1,20,2,1,52,40,33,69000
5,10,2,1,,,12,
5,,2,1,,,0,
5,18,2,1,52,35,32,9600
5,17,1,1,52,70,31,24000
5,2,1,1,,,4,
5,,2,1,,,2,
1,24,1,1,12,30,73,0
1,20,2,1,,,64,0
1,19,2,1,52,40,55,250000
1,19,1,1,,,58,0
1,21,2,1,52,36,64,100000
1,19,1,1,52,40,61,35000
5,16,1,9,,,40,0
1,22,2,1,,,70,0
1,21,1,1,,,70,0
5,20,1,1,,,24,0
2,19,2,1,,,66,0
5,18,1,1,52,40,51,30000
5,16,1,1,2,45,60,13000
3,21,2,1,52,40,65,45000
5,22,1,1,52,40,31,40000
1,22,1,1,52,70,42,55000
1,20,2,1,30,20,45,0
5,14,1,1,,,17,0
5,13,2,1,32,10,16,2000
5,9,1,1,,,12,
5,21,1,1,2,40,32,500
3,15,1,1,52,40,60,100000
1,21,2,1,9,9,49,2000
1,21,1,1,52,50,51,200000
5,19,2,1,12,10,19,2000
5,11,1,1,,,14,
1,21,1,9,40,50,31,95000
1,21,1,9,,,31,0
5,,1,1,,,1,
1,21,2,1,52,40,36,58000
1,19,1,9,,,47,0
5,5,2,9,,,9,
5,,1,9,,,2,
1,16,1,1,,,83,0
1,19,2,1,,,82,0
5,16,1,8,52,40,37,50000
5,3,2,8,,,6,
5,16,2,8,52,40,35,32000
5,1,1,8,,,5,
1,20,1,1,52,40,56,100000
1,21,2,9,52,40,52,60000
1,20,2,1,52,40,24,30000
1,19,1,1,50,40,24,31000
3,22,1,1,,,70,0
2,20,2,1,9,40,49,3500
1,19,2,1,52,4,64,8000
1,18,1,1,52,40,62,24000
1,21,2,1,,,68,0
1,18,1,1,,,73,0
5,21,1,1,,,57,0
5,22,2,1,1,24,37,6300
5,21,1,8,2,3,35,1000
3,16,1,1,,,34,0
3,16,2,1,,,34,0
1,21,1,1,52,60,49,626000
1,21,2,1,52,50,42,112000
5,2,2,1,,,6,
5,21,2,1,36,55,47,120000
2,21,2,1,,,83,0
5,14,2,1,8,30,16,3000
1,18,1,1,8,40,57,130000
1,19,2,1,,,57,0
1,21,1,1,,,60,0
1,21,2,1,,,59,0
1,21,2,1,52,32,35,39500
1,22,1,1,52,40,39,75000
5,20,1,1,8,50,51,3600
1,18,1,1,,,78,0
1,16,2,1,,,73,0
1,22,2,1,,,64,0
1,21,1,6,,,66,0
1,20,2,1,,,71,0
1,19,1,1,52,40,67,37600
5,21,2,1,52,40,69,92000
3,21,2,1,40,30,77,20000
2,22,1,1,52,40,71,0
1,22,2,1,13,38,44,9000
1,21,1,1,,,66,0
5,9,1,1,,,14,
5,9,2,1,,,13,
1,23,1,1,51,50,35,160000
1,21,2,6,52,50,34,175000
3,22,2,1,26,15,64,5000
1,21,2,1,52,40,45,160000
1,21,1,1,52,40,45,160000
5,7,1,1,,,10,
5,5,1,1,,,8,
5,4,1,1,,,6,
1,21,1,1,,,80,0
1,19,1,1,52,50,34,626000
1,20,2,9,,,36,0
5,1,1,9,,,6,
5,1,1,9,,,4,
5,,2,9,,,2,
3,17,2,1,,,68,0
5,1,1,1,11,50,24,25000
5,1,2,1,,,20,0
1,21,1,8,52,45,34,45000
1,22,2,8,,,34,0
5,4,1,8,,,6,
5,3,2,8,,,4,
3,21,2,1,52,40,67,60000
1,20,1,8,52,40,64,90000
1,19,2,8,,,65,0
1,20,2,1,30,24,36,27000
1,21,1,1,52,40,37,110000
5,5,1,1,,,8,
5,3,2,1,,,6,
5,21,2,1,52,35,28,135000
5,18,1,9,52,40,30,52000
5,5,1,9,,,7,
5,2,2,9,,,4,
5,,1,9,,,1,
1,24,2,1,52,40,38,80000
1,21,1,1,52,40,37,80000
5,5,2,1,,,8,
5,2,2,1,,,5,
5,1,1,1,,,3,
5,,2,1,,,1,
4,17,2,1,,,74,0
5,8,1,9,,,13,
3,21,1,1,,,73,0
3,20,2,1,52,45,61,60000
3,18,2,1,,,76,0
5,18,2,1,52,48,51,120000
1,12,1,6,52,35,40,43800
1,16,2,6,22,40,42,11600
5,18,2,6,,,17,0
5,12,1,6,,,16,0
3,20,2,1,52,44,63,27500
3,21,1,1,,,66,0
1,19,2,1,,,66,0
1,16,1,1,,,65,0
1,20,1,1,52,40,61,98000
1,22,2,6,52,40,57,200000
3,16,2,9,52,19,32,9600
5,3,2,9,,,6,
5,1,1,1,,,3,
3,16,1,1,,,93,0
5,22,2,1,52,40,50,50000
1,16,1,1,52,60,31,38000
1,20,2,1,,,31,0
1,19,1,1,1,60,66,18900
1,16,2,1,,,64,0
3,19,1,1,,,76,0
2,19,2,2,52,40,65,54000
1,11,1,3,,,77,0
1,16,2,1,,,60,0
5,17,1,9,,,40,0
1,22,2,9,,,59,0
1,24,1,6,52,50,62,250000
1,19,2,1,52,40,36,37000
1,20,1,9,52,40,43,11000
5,13,1,1,,,17,0
5,10,2,1,,,13,
5,7,2,1,,,10,
5,21,2,1,44,30,29,40000
5,16,1,1,30,20,30,18000
5,20,2,1,,,64,0
5,20,2,1,52,40,21,0
5,19,1,9,48,32,21,28000
5,16,1,1,46,40,20,23000
1,22,2,1,,,47,0
1,24,1,1,52,40,44,195000
5,4,2,1,,,8,
1,19,1,1,52,40,43,82000
1,20,2,1,52,40,42,25000
5,11,2,1,,,15,0
5,10,1,1,,,13,
5,3,2,1,,,6,
3,20,1,1,35,30,62,18000
1,19,1,1,52,40,42,115000
1,22,2,1,52,40,37,92000
3,20,2,1,,,78,0
5,19,1,2,52,40,56,43000
5,20,2,1,40,45,28,40600
1,21,1,1,52,20,43,35000
1,16,2,1,52,40,37,49000
2,17,2,1,,,75,0
5,21,1,1,52,40,26,60000
1,21,1,1,52,40,30,41000
1,21,2,9,12,40,36,7000
5,3,1,9,,,7,
5,3,2,9,,,6,
5,7,1,9,,,10,
1,21,2,1,52,35,63,20000
1,18,1,1,,,66,0
1,24,1,6,8,45,67,40200
1,22,2,6,52,40,62,110000
5,16,2,9,52,99,21,31200
5,16,1,1,52,99,21,9600
5,20,1,1,52,40,37,53000
5,21,2,1,52,40,30,30700
1,21,1,1,52,2,64,72000
1,22,2,1,,,64,0
1,21,1,1,52,40,30,70000
1,21,2,1,33,40,29,22500
4,21,2,1,52,51,51,96000
5,12,1,1,,,16,0
1,22,2,1,52,40,32,5000
1,21,1,1,52,40,33,130000
5,22,1,1,52,40,30,120000
1,20,2,1,,,71,0
1,18,2,1,,,69,0
3,16,1,1,40,40,50,38200
5,16,2,3,15,36,20,4100
1,17,1,1,52,45,53,21000
1,16,2,1,52,10,55,0
5,18,2,1,30,30,20,15000
5,6,2,1,,,9,
5,4,1,1,,,6,
1,21,1,1,52,50,35,60000
1,18,2,1,52,32,56,30800
1,16,1,1,52,40,57,80000
1,18,2,1,52,32,54,50000
1,21,1,1,52,40,48,120000
1,22,1,1,36,30,59,78000
1,22,2,1,32,15,47,18000
5,12,1,1,,,14,
5,8,1,1,,,11,
5,16,1,1,52,40,46,73000
1,21,1,1,52,40,64,260000
1,22,2,1,52,45,60,92000
1,18,1,1,40,40,35,90000
1,22,2,9,52,20,31,0
3,24,1,9,,,76,0
2,22,1,1,,,81,0
5,9,1,8,36,40,54,25000
5,9,2,8,52,40,43,29000
5,19,1,8,52,36,21,20100
5,19,2,8,36,25,20,20000
5,14,1,8,28,8,17,8000
1,15,1,1,52,40,58,74000
1,17,2,1,,,58,0
5,19,2,1,52,15,19,10000
1,22,2,1,52,25,38,70000
1,20,1,9,52,40,37,70000
5,1,1,9,,,4,
5,1,2,9,,,3,
1,21,1,1,2,30,66,3900
1,21,2,1,12,21,66,3000
1,21,1,1,52,45,34,15000
1,21,2,1,52,40,34,50000
5,6,2,1,,,9,
5,1,2,1,,,3,
1,21,1,1,50,30,21,18500
1,21,2,1,52,40,23,15600
1,21,1,1,52,50,63,225000
1,16,1,1,52,40,43,158000
1,22,1,1,,,76,0
1,21,2,1,,,72,0
1,20,2,1,52,40,28,41400
1,18,1,1,52,40,30,120000
1,17,1,9,,,71,0
1,19,2,1,,,78,0
1,16,2,9,52,40,47,38400
1,16,1,1,52,40,51,42000
5,19,1,9,32,20,22,9000
5,19,2,1,52,40,27,35000
5,15,1,1,30,20,25,13500
5,22,2,1,52,40,36,66000
1,20,1,8,,,65,0
1,20,2,8,52,50,59,75000
1,22,1,6,52,50,29,270000
1,21,2,6,52,50,27,230000
1,22,1,1,,,83,0
1,16,2,1,,,73,0
3,16,2,1,52,48,55,80000
